band_gap,formation_energy_per_atom,nelements,elements,formula,material_id
3.4208,-2.437713225290231,6,"Na,O,S,Si,Y,Zn",Na3YZnSi(SO6)2,mp-2712785
3.421299999999999,-2.420196528238917,5,"Ga,Na,O,S,Si",Na4Ga2Si2SO12,mp-2714392
3.4226,-2.789124816011904,4,"Fe,Li,O,Si",Li2FeSi3O8,mp-867661
3.4234,-3.125075930415541,6,"Na,O,P,Si,Ta,Zr",Na5Zr2Ta2Si5PO24,mp-2716324
3.4242,-3.04479787097826,5,"Ga,Nb,O,Si,Sr",Sr3NbGa3(SiO7)2,mp-1208777
3.425799999999999,-2.641650548787878,4,"Li,Ni,O,Si",Li2Si2NiO6,mp-1569720
3.426199999999999,-2.860861983186274,4,"Fe,Li,O,Si",Li2Fe(Si2O5)2,mp-759063
3.4269,-2.337114669391163,5,"H,Na,O,Si,Zn",NaZnSiHO4,mp-699219
3.4273,-2.376407798333334,4,"Li,Ni,O,Si",Li2SiNiO4,mp-766711
3.427699999999999,-2.713712326894397,6,"Al,Na,O,S,Si,Y",Na6Y2Al2Si3(SO8)3,mp-2716205
3.4289,-2.9729087091390403,6,"Al,Na,O,P,Si,Ta",Na3TaAlSi2PO12,mp-2713269
3.4302,-2.490763916234037,6,"Ga,Na,O,S,Si,Zr",NaZrGaSi(SO6)2,mp-2712609
3.4303,-2.60112481560606,4,"Li,Ni,O,Si",Li2Si2NiO6,mp-753874
3.4311,-3.017846332142856,3,"Mg,O,Si",Mg2SiO4,mp-675215
3.431499999999999,-2.780577307445266,6,"Ca,Na,O,S,Si,Zr",Na4CaZrSi2SO12,mp-2714608
3.4316,-3.391383516424289,6,"F,Gd,Mg,Na,O,Si",Na2Gd2MgSi4(O6F)2,mp-557538
3.4324,-0.23433527284090802,7,"Br,C,Ge,H,O,Si,Zn",ZnSi3GeH35C13BrO,mp-1200564
3.4343,-2.838445282823563,5,"Ge,Na,O,Si,Ta",Na3TaSi3GeO12,mp-2715458
3.434599999999999,-2.7947308688432173,6,"Ge,Na,O,S,Si,Zr",Na14Zr4Si11Ge4SO48,mp-2714496
3.4354,-2.396824912864583,4,"Li,Ni,O,Si",Li2SiNiO4,mp-766475
3.4359,-2.792216822728713,6,"Ga,Na,O,P,Si,Y",Na4YGaSi(PO6)2,mp-2714492
3.4364,-3.027572959673912,5,"Ca,Ga,Nb,O,Si",Ca3NbGa3(SiO7)2,mp-1214038
3.4368,-2.7223951978922862,6,"Al,Na,O,P,Si,Sn",Na7Al2Si3Sn2(PO8)3,mp-2714794
3.4371,-2.644600209,3,"O,Si,Zn",ZnSiO3,mp-562182
3.4374000000000002,-3.030814318469232,6,"Na,O,S,Sc,Si,Ta",Na14Sc4Ta4Si11SO48,mp-2714578
3.4385,-3.204199948480842,6,"Ca,F,Na,O,Si,Ti",NaCa2TiSi2O8F,mp-647450
3.4389,-3.189101877201389,4,"K,O,Si,Ti",K2Ti(Si2O5)3,mp-557301
3.4389,-2.8174511540378333,6,"Ge,Na,O,P,Si,Ta",Na3Ta2Si3Ge2(PO8)3,mp-2712882
3.4394,-2.540638073037467,6,"Ga,In,Na,O,P,Si",Na7In2Ga2SiP5O24,mp-2715768
3.4408,-2.934172452387669,4,"Li,Mn,O,Si",Li2Mn2Si5O13,mp-757482
3.4437,-2.80490181171875,4,"Fe,O,Si,Zn",ZnFe(Si2O5)2,mp-1043537
3.4443,-3.056566565684665,6,"Na,O,S,Si,Ta,Zr",Na4Zr2Ta2Si5SO24,mp-2714989
3.445599999999999,-2.651278694320988,4,"Li,Ni,O,Si",Li2Si6Ni3O16,mp-757273
3.445799999999999,-2.400471791555555,4,"In,O,Pb,Si",In2Si2Pb2O9,mp-542840
3.4466,-3.337935889032257,3,"Al,O,Si",Al10Si2O19,mp-28503
3.4476,-3.16852315671875,4,"Ba,Cr,O,Si",BaCr(Si2O5)2,mp-19518
3.4478,-2.589589968636364,4,"Li,Ni,O,Si",Li2Si2NiO6,mp-766931
3.4488,-3.157506589806474,6,"B,Ba,Na,O,Si,Ti",BaNa4Ti2Si10(BO15)2,mp-1228057
3.448899999999999,-2.52805547317848,6,"Ga,Hf,Na,O,S,Si",NaHfGaSi(SO6)2,mp-2712690
3.449499999999999,-3.137280814603447,6,"Cr,F,Mg,Na,O,Si",Na3Mg4CrSi8(O11F)2,mp-1173822
3.4496,-2.743686567651515,4,"Fe,Li,O,Si",Li2Fe(SiO3)2,mp-753634
3.450699999999999,-2.497357013992885,6,"Ca,Mg,Na,O,S,Si",Na4CaMgSi(SO6)2,mp-2713045
3.4517,-3.136823860013608,7,"Ca,H,K,Na,O,Si,Ti",K2NaCa2TiSi7HO20,mp-720410
3.452099999999999,-2.444078479852827,6,"Hf,Mg,Na,O,S,Si",Na6Hf2Mg6SiS11O48,mp-2713686
3.4524,-2.69473337116523,6,"Hf,In,Na,O,S,Si",Na3HfInSi2SO12,mp-2714451
3.4528,-2.7177123315384613,2,"O,Si",Si5O8,mp-1179651
3.4535,-2.527759063014707,5,"Al,O,S,Si,Zr",Zr2Al2SiS5O24,mp-2713096
3.454299999999999,-2.815373167176549,6,"Na,O,S,Si,Sn,Zr",Na14Zr4Si11Sn4SO48,mp-2714326
3.4546,-2.700479682818628,5,"O,S,Si,Y,Zr",Y2Zr2SiS5O24,mp-2712992
3.4547,-2.363997567491682,6,"Na,O,S,Si,Y,Zn",Na4Y2Zn2SiS5O24,mp-2713447
3.4553000000000003,-2.759899988792403,6,"Ca,Na,O,S,Si,Y",Na7CaY3Si3(SO8)3,mp-2714206
3.455699999999999,-2.52526634547619,4,"Bi,Li,O,Si",LiSiBiO4,mp-753327
3.4563,-2.425794646594203,4,"Li,Ni,O,Si",Li2Si4Ni4O13,mp-757413
3.456399999999999,-3.189001834493054,4,"K,O,Si,Ti",K2Ti(Si2O5)3,mp-17617
3.4564999999999992,-2.491115886812287,5,"Al,Na,O,S,Si",Na6Al8Si3(S3O16)3,mp-2713850
3.4579,-3.203830397,3,"Ca,O,Si",CaSiO3,mp-5893
3.457999999999999,-2.675645989206898,6,"Ga,Na,O,S,Si,Zr",Na3ZrGaSi2SO12,mp-2714614
3.4591,-2.698590244289216,5,"La,O,S,Si,Zr",La2Zr2SiS5O24,mp-2713106
3.4593,-2.639511696874999,3,"O,Si,Zn",ZnSiO3,mp-619034
3.4618,-2.9263555472,4,"Fe,Li,O,Si",Li3Fe(Si2O5)3,mp-777799
3.4637000000000002,-1.363250478,4,"Ge,N,O,Si",SiGeN2O,mp-1020703
3.4646,-2.781039900614035,4,"Fe,Li,O,Si",Li2Fe2Si4O11,mp-757429
3.465300000000001,-2.6114724865000003,4,"Bi,Mg,O,Si",Mg3Si3(BiO6)2,mp-1328117
3.4671,-2.851832752445266,5,"La,Na,O,S,Si",Na4La2Si2SO12,mp-2714486
3.4682999999999993,-2.35680758898291,6,"La,Na,O,S,Si,Zn",Na4La2Zn2SiS5O24,mp-2713369
3.4699,-2.970437108423563,5,"In,Na,O,Si,Ta",Na6Ta3In(SiO4)6,mp-2715347
3.4715,-2.718503814879801,6,"Ga,Na,O,S,Si,Zr",Na14Zr4Ga4Si9(SO16)3,mp-2715055
3.4721,-2.886145340123416,6,"Hf,La,Na,O,S,Si",Na10La4Hf4Si7S5O48,mp-2715933
3.4733,-2.53630554362769,6,"La,Mg,Na,O,S,Si",Na10La4Mg4Si3(S3O16)3,mp-2714708
3.4744,-2.433324802708333,4,"Li,Ni,O,Si",Li2SiNiO4,mp-753810
3.4746,-2.66130136441523,6,"In,Na,O,S,Si,Zr",Na3ZrInSi2SO12,mp-2714567
3.4751,-2.732051917938745,6,"Mg,Na,O,S,Si,Y",Na7Y3MgSi3(SO8)3,mp-2714072
3.4754,-2.660896163887146,5,"Cd,Na,O,Si,Zn",Na4ZnCd(SiO3)4,mp-1221167
3.475899999999999,-2.9265687473292763,4,"Li,Mn,O,Si",Li2Mn(Si2O5)2,mp-849321
3.4764,-2.831126022420451,6,"La,Na,O,S,Sc,Si",Na14La4Sc4Si7S5O48,mp-2715721
3.4771,-2.86537327612535,6,"La,Na,O,S,Si,Zr",Na3LaZr3Si3(SO8)3,mp-2714917
3.477299999999999,-3.230799311943965,5,"Al,Ca,Na,O,Si",NaCaAl3(SiO4)3,mp-677223
3.4775,-2.12729306338081,5,"Al,H,Na,O,Si",Na2Al2Si3(HO3)4,mp-510599
3.4777,-2.710865786997925,6,"La,Na,O,S,Si,Y",Na2La2Y2SiS5O24,mp-2714442
3.479199999999999,-3.097075967832106,5,"Mg,Na,O,Si,Ta",Na15MgTa11(SiO4)18,mp-2713381
3.4792,-2.383770666180555,5,"C,Li,O,Si,Sn",Li2SiSnCO7,mp-770647
3.4796,-2.4835422220512813,4,"Fe,Li,O,Si",Li2Fe2Si2O7,mp-1295198
3.4797000000000002,-2.964843920499999,4,"Cr,Mg,O,Si",Mg3Cr2(SiO4)3,mp-6700
3.479899999999999,-2.478183473873262,6,"Ga,Na,O,S,Sc,Si",Na2ScGaSi(SO6)2,mp-2713277
3.4806,-2.690381336974745,6,"Al,In,Na,O,P,Si",Na4AlInSi(PO6)2,mp-2714470
3.4808,-3.092094145937501,4,"Ba,Fe,O,Si",BaFe(Si2O5)2,mp-603241
3.4819,-3.122942266151042,4,"K,Lu,O,Si",K3Lu(SiO3)3,mp-653861
3.4827,-2.712014406929825,4,"Fe,Li,O,Si",Li2Fe2Si4O11,mp-765771
3.4837,-2.251532409374999,4,"Bi,Mg,O,Si",Mg6SiBiO8,mp-1030892
3.4854,-2.869784489942229,6,"Ge,Hf,Na,O,P,Si",Na7Hf2Si5Ge2PO24,mp-2714515
3.486399999999999,-2.440131589653331,6,"Al,Mg,Na,O,S,Si",Na10Mg4Al4Si3(S3O16)3,mp-2714685
3.4864,-2.8368327226907013,4,"Li,Mn,O,Si",Li2Mn(SiO3)2,mp-754949
3.4873,-2.9954807405603443,6,"Ca,Hf,Na,O,S,Si",Na8CaHf3Si5SO24,mp-2716135
3.488599999999999,-2.797347585304598,4,"In,Na,O,Si",NaIn(SiO3)2,mp-6333
3.4888,-2.498733691428572,4,"Bi,Li,O,Si",LiSiBiO4,mp-757890
3.489200000000001,-2.578083433620689,4,"Mg,Mn,O,Si",Mg6MnSiO8,mp-1032437
3.492099999999999,-2.61123501521098,6,"Ca,La,Na,O,S,Si",Na4Ca2La2SiS5O24,mp-2713372
3.4936,-2.85248596318555,4,"Li,Mn,O,Si",Li2MnSi3O8,mp-754104
3.494699999999999,-2.900092249047619,4,"Al,O,Si,Tl",AlTlSiO4,mp-1192378
3.494799999999999,-2.904058895956897,6,"Hf,Mg,Na,O,S,Si",Na6Hf3MgSi4(SO12)2,mp-2714531
3.4949,-2.662883850906224,6,"Na,O,S,Si,Y,Zn",Na7Y3ZnSi3(SO8)3,mp-2714026
3.4958,-2.7403063049074072,4,"Ca,H,O,Si",Ca6Si2H6O13,mp-697022
3.4959,-2.83468439120094,5,"La,Na,O,S,Si",Na14La8Si7S5O48,mp-2715740
3.4967,-3.253593167750001,5,"Al,Ca,Cr,O,Si",Ca6AlCr3(SiO4)6,mp-1227522
3.4973,-2.644674340977012,6,"Ga,Na,O,S,Sc,Si",Na4ScGaSi2SO12,mp-2714460
3.4977,-2.806574750644397,6,"La,Na,O,S,Sc,Si",Na6La2Sc2Si3(SO8)3,mp-2716201
3.4989,-3.050377723627805,5,"Na,O,Sc,Si,Ta",Na4ScTa(SiO4)3,mp-2716396
3.500899999999999,-3.170231293125001,4,"Cr,O,Si,Sr",SrCr(Si2O5)2,mp-19508
3.5018000000000002,-2.858624527870846,6,"Hf,Na,O,S,Si,Y",Na6Y4Hf4Si5S7O48,mp-2715844
3.5022,-3.097206611631897,5,"Na,O,Sc,Si,Ta",Na6ScTa3(SiO4)6,mp-2715457
3.5028,-2.391579029743589,4,"Li,Ni,O,Si",Li2Si2Ni2O7,mp-753838
3.504699999999999,-2.809918850974998,5,"Be,K,O,Si,Zn",K2Be2Zn2Si3O11,mp-557516
3.5053,-2.524840144333788,6,"La,Mg,Na,O,S,Si",Na4La2Mg2SiS5O24,mp-2713374
3.5076,-2.529644301302565,6,"Al,Mg,Na,O,S,Si",Na14Mg4Al4Si5S7O48,mp-2715869
3.507899999999999,-2.84504287052432,6,"Na,O,P,Si,Sn,Ta",Na3Ta2Si3Sn2(PO8)3,mp-2712954
3.508099999999999,-2.88548344392473,4,"Fe,Li,O,Si",Li2Fe2Si8O19,mp-767753
3.5085,-3.19604436552682,4,"Cs,O,Si,Ti",Cs2Ti(Si2O5)3,mp-6748
3.5096,-3.193642910138891,4,"O,Rb,Si,Ti",Rb2Ti(Si2O5)3,mp-18582
3.5101,-2.877437322206431,6,"Na,O,S,Si,Y,Zr",Na3YZr3Si3(SO8)3,mp-2714641
3.5103,-2.710729046428571,3,"Bi,O,Si",Si3Bi2O9,mp-558672
3.5105,-3.356045146093916,7,"Ca,F,K,Li,O,Si,Ti",KLi3Ca7Ti2Si12(O18F)2,mp-641919
3.5108,-2.478708671899999,3,"K,O,Si",K6Si2O7,mp-30990
3.5136000000000003,-3.177372535686919,4,"Na,O,Si,Ti",Na2Ti2Si4O13,mp-1200505
3.514599999999999,-3.204318186999999,3,"Ca,O,Si",CaSiO3,mp-3382
3.5149,-3.122642367544356,5,"Na,O,Si,Ta,Y",Na10YTa7(SiO4)12,mp-2713508
3.518099999999999,-2.709855497456897,6,"Ga,Hf,Na,O,S,Si",Na3HfGaSi2SO12,mp-2714485
3.5185,-2.774596593965518,6,"Na,O,S,Sc,Si,Zr",NaZrScSi(SO6)2,mp-2712623
3.5194,-2.86902322272533,6,"Hf,Na,O,S,Si,Zn",Na14Hf6Zn2Si9(SO16)3,mp-2714799
3.5199,-2.021712810187518,5,"Na,O,S,Si,Zn",Na10Zn8SiS11O48,mp-2713568
3.52,-2.701227742394397,6,"Al,La,Na,O,S,Si",Na6La2Al2Si3(SO8)3,mp-2716267
3.520099999999999,-2.821766046811064,6,"La,Na,O,S,Si,Y",Na6La2Y2Si3(SO8)3,mp-2716131
3.5204,-3.111411346113635,4,"K,Nb,O,Si",KNbSi2O7,mp-560407
3.5212,-2.51826836297619,4,"Bi,Li,O,Si",LiSiBiO4,mp-766176
3.5219,-2.7815682901875203,5,"La,Na,O,S,Si",Na10La8Si5S7O48,mp-2715068
3.5223,-2.5166698786027313,5,"Ca,Na,O,S,Si",Na6Ca4SiS5O24,mp-2714549
3.5227,-2.938829264347825,4,"Ga,Nd,O,Si",Nd3Ga5SiO14,mp-1220307
3.5231,-2.844454214981427,6,"Na,O,S,Sc,Si,Y",Na14Y4Sc4Si7S5O48,mp-2715816
3.5237,-2.976066660215107,5,"Al,Na,O,Si,Ta",Na4TaAl(SiO4)3,mp-2716346
3.5248,-2.438992413020833,4,"Li,Ni,O,Si",Li2SiNiO4,mp-766496
3.5249,-3.368137314485293,4,"Ca,O,S,Si",Ca11Si4SO18,mp-555508
3.526099999999999,-3.05950948859023,5,"Al,Na,O,Si,Ta",Na6Ta3Al(SiO4)6,mp-2715437
3.5263,-2.908858605004789,6,"Hf,Na,O,S,Si,Zn",Na8Hf3ZnSi5SO24,mp-2715639
3.5269999999999992,-2.996649084809212,6,"Mg,Na,O,P,Si,Zr",Na8MgZr3Si4(PO12)2,mp-2716237
3.5288,-2.628424070166152,6,"Ca,Na,O,S,Si,Y",Na10Ca4Y4Si3(S3O16)3,mp-2714780
3.5288,-2.781565262576628,6,"Hf,La,Na,O,S,Si",NaLaHfSi(SO6)2,mp-2712766
3.529499999999999,-2.5418201674203953,6,"Ca,Hf,Na,O,S,Si",Na6Ca6Hf2SiS11O48,mp-2713715
3.529599999999999,-1.69280947511111,4,"Ag,O,S,Si",SiAg2(S2O7)3,mp-1198966
3.529899999999999,-3.20434334,3,"Ca,O,Si",CaSiO3,mp-4356
3.5313,-2.75333336933828,6,"Na,O,P,Si,Zn,Zr",Na7Zr2Zn2SiP5O24,mp-2715731
3.5317,-2.756705288416386,6,"Ga,Hf,Na,O,S,Si",Na14Hf4Ga4Si9(SO16)3,mp-2714713
3.531799999999999,-2.8601763095087582,6,"La,Na,O,S,Si,Y",Na4LaYSi2SO12,mp-2714384
3.5318,-2.981850323111063,5,"Ga,Na,O,Si,Ta",Na6Ta3Ga(SiO4)6,mp-2715427
3.532199999999999,-3.231355348970588,4,"Ca,Mg,O,Si",CaMg3Si3O10,mp-541026
3.532499999999999,-2.7059328729329373,6,"Al,Ge,Na,O,P,Si",Na7Al2Si3Ge2(PO8)3,mp-2714634
3.5328,-2.828942487000822,5,"Ga,Na,O,Si,Ta",Na4TaGa(SiO4)3,mp-2716303
3.5329,-2.3391754075,5,"Ba,N,O,Si,Sr",BaSrSi4(NO)4,mp-1227610
3.533299999999998,-3.233641933132183,4,"Al,Na,O,Si",NaAl3Si3O11,mp-1220919
3.534,-3.114942271497348,5,"La,Na,O,Si,Ta",Na10LaTa7(SiO4)12,mp-2713335
3.5345,-2.461233490624999,4,"Cd,Mg,O,Si",Mg6CdSiO8,mp-1030825
3.5361000000000002,-2.83341524,3,"Mg,O,Si",Mg2SiO4,mp-7983
3.536299999999999,-2.5218578363749993,4,"Ni,O,Si,Zn",ZnSi2NiO6,mp-1041852
3.5372,-2.824043972803032,4,"Fe,Li,O,Si",Li2Fe2Si5O13,mp-757523
3.537699999999999,-2.385510597499999,4,"Ba,Mg,O,Si",BaMg6SiO8,mp-1030830
3.5382,-2.655437511166666,5,"Ca,Ga,H,O,Si",Ca2Ga2Si(HO4)2,mp-760729
3.538699999999999,-2.756272243715107,6,"Al,La,Na,O,S,Si",Na4LaAlSi2SO12,mp-2714322
3.5389,-2.803427819294872,4,"Bi,Li,O,Si",LiSi3BiO8,mp-766179
3.5406,-2.702574297424242,4,"Fe,Li,O,Si",Li2Fe(SiO3)2,mp-763619
3.542399999999999,-2.612820754596945,6,"Ca,Na,O,S,Si,Y",Na4Ca2Y2SiS5O24,mp-2713192
3.5433,-3.127166558078545,5,"Na,O,Sc,Si,Ta",Na10ScTa7(SiO4)12,mp-2713178
3.5438,-2.6476202845402312,6,"Ca,La,Na,O,S,Si",Na3CaLaSi(SO6)2,mp-2712588
3.5449,-2.8460620139824933,6,"Na,O,P,Si,Sn,Zr",Na3Zr2SiSn2P5O24,mp-2712998
3.545,-3.122658875775517,6,"Na,O,P,Si,Ta,Zr",Na2ZrTaSi2PO12,mp-2715193
3.5451,-3.1768263105,5,"Ca,Fe,Mg,O,Si",Ca2MgFe(SiO3)4,mp-1227399
3.5455,-2.8488934063520492,6,"Hf,Na,O,S,Si,Y",Na5Y3HfSi3(SO8)3,mp-2713162
3.5458,-2.49717382396839,3,"Na,O,Si",Na6Si2O7,mp-1020179
3.5463,-2.6195715715151513,4,"Li,Ni,O,Si",Li2Si2NiO6,mp-756249
3.5464,-3.093829760756896,5,"Na,O,Si,Ta,Y",Na6YTa3(SiO4)6,mp-2715258
3.546599999999999,-2.630470580061063,5,"Al,Na,O,S,Si",Na6Al4Si3(SO8)3,mp-2716138
3.5473,-2.8505310058688753,6,"Hf,La,Na,O,S,Si",Na4La2Hf2Si3(SO8)3,mp-2713238
3.5476,-2.6275492352088863,6,"Ca,La,Na,O,S,Si",Na10Ca4La4Si3(S3O16)3,mp-2714832
3.5476,-2.854658903600765,6,"Na,O,P,Si,Sn,Zr",Na7Zr2Si5Sn2PO24,mp-2714389
3.548499999999999,-2.744805304032568,6,"Mg,Na,O,S,Si,Zr",Na4MgZrSi2SO12,mp-2714412
3.548599999999999,-2.440274270833334,4,"Li,Ni,O,Si",Li2SiNiO4,mp-766812
3.5495,-0.799041857679325,7,"B,C,F,H,O,S,Si",Si2BH18C31SO3F23,mp-1205251
3.549699999999999,-3.055931443354515,6,"Na,O,P,Sc,Si,Ta",Na6Sc3TaSi2(PO6)4,mp-2715234
3.5499,-2.743374658749223,5,"Na,O,S,Si,Y",Na6Y8Si3(S3O16)3,mp-2713947
3.5502000000000002,-2.727997927715909,6,"Al,Fe,H,K,O,Si",KAl3Fe2Si2(HO6)2,mp-1223658
3.5504,-2.838878775796494,6,"Hf,La,Na,O,S,Si",Na5La3HfSi3(SO8)3,mp-2713176
3.5509,-3.479967510333332,5,"Ca,F,Nb,O,Si",Ca7NbSi4O17F,mp-542863
3.5521000000000003,-2.382469394285714,5,"Al,Ba,N,O,Si",BaAl2Si3(NO)4,mp-1019531
3.5522,-2.68131293720238,4,"Fe,Li,O,Si",Li4FeSi2O7,mp-753713
3.5544000000000002,-2.916757170314538,6,"Ca,Hf,Na,O,S,Si",Na6CaHf7Si6(SO8)6,mp-2714874
3.554599999999999,-3.173004607324923,5,"Hf,Na,O,Si,Ta",Na7Hf3Ta(SiO4)6,mp-2713077
3.5551,-0.580656284838709,5,"C,H,N,O,Si",SiH12C6(NO2)4,mp-1194648
3.556499999999999,-2.4186685302109803,6,"Al,Mg,Na,O,S,Si",Na4Mg2Al2SiS5O24,mp-2713167
3.556599999999999,-3.204301662499999,3,"Ca,O,Si",CaSiO3,mp-1181886
3.5592,-2.9749673087499993,4,"Ca,Ga,O,Si",Ca2Ga2SiO7,mp-1227526
3.5596,-2.881676992500001,4,"Fe,Mg,O,Si",MgFe(SiO3)2,mp-1154479
3.5598,-3.053062417864768,6,"Hf,La,Na,O,P,Si",Na4LaHfSi2PO12,mp-2715756
3.5601000000000003,-2.992213215555555,2,"O,Si",SiO2,mp-557723
3.5603,-2.720117881137931,6,"H,Li,Na,O,Si,Ti",Na3LiTi2Si4(HO4)4,mp-1205129
3.560799999999999,-2.5965353739999992,4,"Al,Ni,O,Si",Al2Si3(NiO4)3,mp-1157674
3.5622,-2.8742485555392143,4,"Fe,Li,O,Si",Li2Fe(Si2O5)2,mp-758911
3.5623,-2.893871942923851,5,"H,Mg,Na,O,Si",NaMg3Si3HO10,mp-1210338
3.562599999999999,-2.599261903020046,6,"Al,Ca,Na,O,S,Si",Na7CaAl3Si3(SO8)3,mp-2714191
3.5632,-0.22177908875672,5,"C,H,In,O,Si",InSi4H41C15O,mp-1197352
3.5641,-2.6670425503749993,4,"Be,O,Si,W",Be3Si3(WO6)2,mp-1047959
3.5642,-2.386227039141156,5,"Fe,Li,O,P,Si",LiFe3SiPO8,mp-1222519
3.5654,-2.5374669236320333,6,"Mg,Na,O,S,Si,Y",Na4Y2Mg2SiS5O24,mp-2713425
3.565699999999999,-3.069354191428571,4,"Ba,Cd,O,Si",Ba3Cd(SiO4)2,mp-1214580
3.565699999999999,-2.755212180794435,6,"Al,Na,O,S,Sc,Si",Na14Sc4Al4Si7S5O48,mp-2715763
3.5657,-1.9821562975,4,"Cl,O,Pb,Si",SiPb4(ClO)4,mp-561110
3.568699999999999,-2.670306431170425,6,"Hf,Mg,Na,O,S,Si",Na10Hf4Mg4Si5S7O48,mp-2715024
3.568699999999999,-2.510408797623416,6,"Hf,Na,O,S,Si,Zn",Na10Hf4Zn4Si5S7O48,mp-2715049
3.5697,-2.61240280970238,4,"Li,Ni,O,Si",Li4Si2NiO7,mp-1306908
3.5717,-3.135655475114869,6,"Hf,Na,O,S,Si,Ta",Na10Hf4Ta4Si11SO48,mp-2716531
3.571799999999999,-2.6564697375,3,"O,Si,Zn",ZnSiO3,mp-1178612
3.5721,-2.564268959385965,4,"Li,Ni,O,Si",Li4Si3(NiO5)2,mp-765979
3.5755,-2.923095984682218,4,"Li,Mn,O,Si",Li2Mn(Si2O5)2,mp-831244
3.576699999999999,-2.78222619221284,6,"In,Na,O,P,Sc,Si",Na4ScInSi(PO6)2,mp-2714522
3.576999999999999,-2.087303751428571,3,"Ni,O,Si",Si(NiO2)2,mp-18766
3.577199999999999,-1.780333462812501,5,"Al,N,O,Si,Sr",SrAlSi5N7O2,mp-1218436
3.577499999999999,-2.443428982395834,4,"Li,Ni,O,Si",Li2SiNiO4,mp-1177860
3.578499999999999,-3.332268047580645,3,"Al,O,Si",Al10Si2O19,mp-1247851
3.579099999999999,-2.334584911730769,5,"Bi,C,Li,O,Si",Li3SiBiCO7,mp-768609
3.5796,-2.856134164032567,6,"La,Na,O,S,Sc,Si",Na4LaScSi2SO12,mp-2714590
3.5798,-2.9808436999651073,6,"Hf,Mg,Na,O,S,Si",Na8Hf3MgSi5SO24,mp-2716226
3.5803000000000003,-2.814813376794872,4,"Bi,Li,O,Si",LiSi3BiO8,mp-757082
3.5833,-0.24101827993181701,7,"C,Cl,Ge,H,O,Si,Zn",ZnSi3GeH35C13ClO,mp-1199669
3.583999999999999,-2.576678419635899,6,"Al,Ca,Na,O,S,Si",Na14Ca4Al4Si5S7O48,mp-2715873
3.584199999999999,-2.32320842329023,6,"Al,Na,O,S,Si,Zn",Na3AlZnSi(SO6)2,mp-2712811
3.5845000000000002,-3.064161815729515,6,"Na,O,P,Si,Ta,Y",Na6Y3TaSi2(PO6)4,mp-2715280
3.5845000000000002,-2.9297386852457192,6,"Na,O,P,Si,Zn,Zr",Na8Zr3ZnSi4(PO12)2,mp-2716176
3.5848,-3.383825799117646,5,"Al,Ca,Cl,O,Si",Ca11AlSi3ClO18,mp-677078
3.5852,-2.782098167590312,6,"Ga,La,Na,O,P,Si",Na7La2Ga2SiP5O24,mp-2715683
3.5852,-3.198871262,4,"Ca,O,Si,Sn",Ca3Si2SnO9,mp-15095
3.585499999999999,-2.8078603154179733,4,"Li,Mn,O,Si",Li2Mn(SiO3)2,mp-764791
3.5858,-2.9132005387672413,5,"Al,Fe,Mn,O,Si",Mn9Al8Fe3(SiO4)12,mp-1221930
3.5858,-3.000462662899999,4,"Cr,Li,O,Si",Li3Cr(Si2O5)3,mp-765207
3.5863,-2.942027309761905,4,"Ba,O,Si,Zn",BaZnSiO4,mp-561305
3.5863,-3.056465061817861,5,"In,Na,O,Si,Ta",Na10Ta7In(SiO4)12,mp-2713206
3.5897,-2.905402857319044,6,"Hf,Mg,Na,O,S,Si",Na6Hf7MgSi6(SO8)6,mp-2714851
3.5914,-2.891713858257157,8,"Al,B,F,Fe,H,Na,O,Si",NaAl6Fe3Si6B3H3O30F,mp-863003
3.5915,-2.819570975561064,6,"Na,O,S,Sc,Si,Y",Na6Y2Sc2Si3(SO8)3,mp-2716222
3.5919,-2.563257268231205,6,"Ca,Na,O,S,Sc,Si",Na6Ca4Sc4SiS11O48,mp-2712814
3.5919,-3.119906189568965,6,"Ca,Cr,Mg,Na,O,Si",NaCaMgCr(SiO3)4,mp-1221077
3.5922,-3.104416384638373,5,"Al,Na,O,Si,Ta",Na10Ta7Al(SiO4)12,mp-2713440
3.5938,-2.545076481,3,"O,Si,Zn",ZnSiO3,mp-1020623
3.594799999999999,-2.978504527624999,4,"Ca,Fe,O,Si",CaFe(SiO3)2,mp-1041922
3.595499999999999,-3.027349610387457,6,"Mg,Na,O,P,Si,Zr",Na5MgZr3SiP5O24,mp-2716057
3.5956,-2.56770768879023,6,"La,Mg,Na,O,S,Si",Na3LaMgSi(SO6)2,mp-2712802
3.5972,-2.9834152924999993,4,"Fe,Mg,O,Si",Mg3Fe(SiO4)2,mp-1222195
3.597399999999999,-3.023151183962849,6,"Mg,Na,O,P,Si,Zr",Na6MgZr3Si2(PO6)4,mp-2715235
3.5983,-2.9755956660693963,5,"Ga,Na,O,Si,Ta",Na6Ta3Ga(SiO4)6,mp-2715263
3.5984,-2.547625531513158,6,"Al,Fe,H,Mg,O,Si",MgAl8Fe3Si8(H2O5)8,mp-1223700
3.5987,-3.211990915189393,4,"K,O,Si,Ta",KTaSi2O7,mp-1223321
3.5991,-3.002090905401615,6,"Hf,La,Na,O,S,Si",Na8La2Hf2Si5SO24,mp-2715572
3.6014,-2.785003570956749,6,"Na,O,S,Sc,Si,Y",Na10Y4Sc4Si5S7O48,mp-2715034
3.602,-2.9069638458333333,2,"O,Si",SiO2,mp-553881
